artist_name,album_name,album_id,track_name,track_id,popularity,release_date,duration_ms,explicit,external_urls,is_local,preview_url,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Fujii Kaze,LOVE ALL SERVE ALL,7Ip9X7pnkhJ4cwDoBnvneD,Hedemo Ne-Yo - LASA edit,4Lrz9Fg8L1yncuCjjKjD4D,51,2022-03-23,188946,False,https://open.spotify.com/track/4Lrz9Fg8L1yncuCjjKjD4D,False,https://p.scdn.co/mp3-preview/72cdbfe60c07dedd1362aa37477ee05d46585f1a?cid=78e434819ce74de2a9da9bd344483f65,3,0.506,0.861,0,-5.899,1,0.15,0.0615,1.89e-05,0.387,0.647,175.966,audio_features,4Lrz9Fg8L1yncuCjjKjD4D,spotify:track:4Lrz9Fg8L1yncuCjjKjD4D,https://api.spotify.com/v1/tracks/4Lrz9Fg8L1yncuCjjKjD4D,https://api.spotify.com/v1/audio-analysis/4Lrz9Fg8L1yncuCjjKjD4D,188947,4
YOASOBI,海のまにまに,6M4p4S5t8PuRZiq7zvMEPB,海のまにまに,0loZ1KfQSLJxYR0Y7dImKN,61,2022-11-18,255918,False,https://open.spotify.com/track/0loZ1KfQSLJxYR0Y7dImKN,False,https://p.scdn.co/mp3-preview/40fb211cc28e27f8137700928741b6cfb015cc9c?cid=78e434819ce74de2a9da9bd344483f65,1,0.818,0.456,11,-5.254,0,0.0448,0.385,3.49e-05,0.0655,0.742,97.947,audio_features,0loZ1KfQSLJxYR0Y7dImKN,spotify:track:0loZ1KfQSLJxYR0Y7dImKN,https://api.spotify.com/v1/tracks/0loZ1KfQSLJxYR0Y7dImKN,https://api.spotify.com/v1/audio-analysis/0loZ1KfQSLJxYR0Y7dImKN,255918,4
Ado,私は最強 (ウタ from ONE PIECE FILM RED),4kSYCYHzG8vyNQcROLlHUq,私は最強 - ウタ from ONE PIECE FILM RED,7bmAgiUc4W4bfyZRCc6lOh,61,2022-06-22,257915,False,https://open.spotify.com/track/7bmAgiUc4W4bfyZRCc6lOh,False,https://p.scdn.co/mp3-preview/539129bb0ba35b5e7aeae2cb2c1c0e8881db4c8b?cid=78e434819ce74de2a9da9bd344483f65,1,0.574,0.858,4,-2.911,1,0.0469,0.205,0.0,0.344,0.658,95.954,audio_features,7bmAgiUc4W4bfyZRCc6lOh,spotify:track:7bmAgiUc4W4bfyZRCc6lOh,https://api.spotify.com/v1/tracks/7bmAgiUc4W4bfyZRCc6lOh,https://api.spotify.com/v1/audio-analysis/7bmAgiUc4W4bfyZRCc6lOh,257915,4
Mrs. GREEN APPLE,ダンスホール,3OyEc77lPQ8QOWMIWvZl08,ダンスホール,4NaaF28BeO9WzjDrSS71Nz,72,2022-05-23,203149,False,https://open.spotify.com/track/4NaaF28BeO9WzjDrSS71Nz,False,https://p.scdn.co/mp3-preview/285af33cccdd9602ecd898f5318c4718d8d31dee?cid=78e434819ce74de2a9da9bd344483f65,1,0.736,0.695,7,-3.87,1,0.0468,0.0209,0.0,0.0517,0.784,109.976,audio_features,4NaaF28BeO9WzjDrSS71Nz,spotify:track:4NaaF28BeO9WzjDrSS71Nz,https://api.spotify.com/v1/tracks/4NaaF28BeO9WzjDrSS71Nz,https://api.spotify.com/v1/audio-analysis/4NaaF28BeO9WzjDrSS71Nz,203150,4
キタニタツヤ,BIPOLAR,4vnB6AiGOaZWl6u7xIsyG9,PINK,3KhODlXNFUONL8CdqEmd1d,53,2022-05-25,176853,False,https://open.spotify.com/track/3KhODlXNFUONL8CdqEmd1d,False,https://p.scdn.co/mp3-preview/ff369ed7124e830b8bc6c2bbed0a9089cc7a4865?cid=78e434819ce74de2a9da9bd344483f65,2,0.68,0.702,8,-4.536,0,0.115,0.0526,0.0,0.165,0.858,103.958,audio_features,3KhODlXNFUONL8CdqEmd1d,spotify:track:3KhODlXNFUONL8CdqEmd1d,https://api.spotify.com/v1/tracks/3KhODlXNFUONL8CdqEmd1d,https://api.spotify.com/v1/audio-analysis/3KhODlXNFUONL8CdqEmd1d,176853,4
Fujii Kaze,まつり,3Pwex5PyfxbrNTAwl6FGo5,まつり,14QNjDBXGCwEzJZUKkiTem,55,2022-03-20,225924,False,https://open.spotify.com/track/14QNjDBXGCwEzJZUKkiTem,False,https://p.scdn.co/mp3-preview/62099b7f1a67b03d7156ff6d4fe1c70864679679?cid=78e434819ce74de2a9da9bd344483f65,1,0.661,0.737,1,-7.307,1,0.0349,0.00758,0.0408,0.293,0.325,97.021,audio_features,14QNjDBXGCwEzJZUKkiTem,spotify:track:14QNjDBXGCwEzJZUKkiTem,https://api.spotify.com/v1/tracks/14QNjDBXGCwEzJZUKkiTem,https://api.spotify.com/v1/audio-analysis/14QNjDBXGCwEzJZUKkiTem,225924,4
PELICAN FANCLUB,解放のヒント,24ZL98yLu2zbulCTwba8Z2,三原色,4EG10OLde2d8EisbYoKTuZ,51,2022-03-02,205213,False,https://open.spotify.com/track/4EG10OLde2d8EisbYoKTuZ,False,https://p.scdn.co/mp3-preview/a6003e06d117f0bfde5fac71e4984e68ec7b86cf?cid=78e434819ce74de2a9da9bd344483f65,9,0.433,0.853,6,-4.237,0,0.0405,0.0114,0.0,0.162,0.697,100.002,audio_features,4EG10OLde2d8EisbYoKTuZ,spotify:track:4EG10OLde2d8EisbYoKTuZ,https://api.spotify.com/v1/tracks/4EG10OLde2d8EisbYoKTuZ,https://api.spotify.com/v1/audio-analysis/4EG10OLde2d8EisbYoKTuZ,205213,4
Yuuri,壱,1YWoHzj5wHnG7m6gLlwBQd,ベテルギウス,4JK1kDUdH9RTBQrrSO1QfR,70,2022-01-12,230600,False,https://open.spotify.com/track/4JK1kDUdH9RTBQrrSO1QfR,False,https://p.scdn.co/mp3-preview/45907c1572ee0defb045e856f55baf03a16d8cff?cid=78e434819ce74de2a9da9bd344483f65,1,0.367,0.671,5,-4.604,1,0.0478,0.222,0.0,0.494,0.691,179.833,audio_features,4JK1kDUdH9RTBQrrSO1QfR,spotify:track:4JK1kDUdH9RTBQrrSO1QfR,https://api.spotify.com/v1/tracks/4JK1kDUdH9RTBQrrSO1QfR,https://api.spotify.com/v1/audio-analysis/4JK1kDUdH9RTBQrrSO1QfR,230600,4
Ado,Kyougen,4muEF5biWb506ZojGMfHb7,Domestic De Violence,3uC62LIuJjBH7Ya8xLfcTi,50,2022-01-26,158480,False,https://open.spotify.com/track/3uC62LIuJjBH7Ya8xLfcTi,False,https://p.scdn.co/mp3-preview/1af6f2ec6641013a15679265fdb1a748c5b176d2?cid=78e434819ce74de2a9da9bd344483f65,3,0.699,0.939,7,-1.686,1,0.0367,0.0163,0.0,0.26,0.572,116.061,audio_features,3uC62LIuJjBH7Ya8xLfcTi,spotify:track:3uC62LIuJjBH7Ya8xLfcTi,https://api.spotify.com/v1/tracks/3uC62LIuJjBH7Ya8xLfcTi,https://api.spotify.com/v1/audio-analysis/3uC62LIuJjBH7Ya8xLfcTi,158480,4
Fetty Wap,Sweet Yamz (Remix),2phykPaUYRsMycGrrGsfnW,Sweet Yamz (Remix),7eQkQ39f9mweFC85owgnp9,44,2022-12-16,231038,False,https://open.spotify.com/track/7eQkQ39f9mweFC85owgnp9,False,https://p.scdn.co/mp3-preview/cae8409c537ef54f575fff6b1a8e9d807e217b87?cid=78e434819ce74de2a9da9bd344483f65,1,0.592,0.695,6,-3.912,1,0.0489,0.131,0.0,0.0368,0.718,154.04,audio_features,7eQkQ39f9mweFC85owgnp9,spotify:track:7eQkQ39f9mweFC85owgnp9,https://api.spotify.com/v1/tracks/7eQkQ39f9mweFC85owgnp9,https://api.spotify.com/v1/audio-analysis/7eQkQ39f9mweFC85owgnp9,231039,4
ロクデナシ,知らないままで,5A0437E0mWQ7RJFYovBBvC,知らないままで,0kEXWokTVYKFxRnNH1xvlg,55,2022-06-17,134221,False,https://open.spotify.com/track/0kEXWokTVYKFxRnNH1xvlg,False,https://p.scdn.co/mp3-preview/bfb547833abaedc002712f06b79314a88fcca794?cid=78e434819ce74de2a9da9bd344483f65,1,0.602,0.819,6,-4.991,1,0.0317,0.476,3.4e-06,0.098,0.872,184.069,audio_features,0kEXWokTVYKFxRnNH1xvlg,spotify:track:0kEXWokTVYKFxRnNH1xvlg,https://api.spotify.com/v1/tracks/0kEXWokTVYKFxRnNH1xvlg,https://api.spotify.com/v1/audio-analysis/0kEXWokTVYKFxRnNH1xvlg,134222,4
Sayuri,花の塔,5N4WUOp0F0eUngAyPXJico,花の塔,1yt4wO7dKCwsfjch8SN9aU,58,2022-07-03,275614,False,https://open.spotify.com/track/1yt4wO7dKCwsfjch8SN9aU,False,https://p.scdn.co/mp3-preview/cccff7957a35ece27e7a2142e817f7cb2c4113e3?cid=78e434819ce74de2a9da9bd344483f65,1,0.486,0.948,9,-1.59,1,0.122,0.0242,0.0286,0.137,0.507,170.015,audio_features,1yt4wO7dKCwsfjch8SN9aU,spotify:track:1yt4wO7dKCwsfjch8SN9aU,https://api.spotify.com/v1/tracks/1yt4wO7dKCwsfjch8SN9aU,https://api.spotify.com/v1/audio-analysis/1yt4wO7dKCwsfjch8SN9aU,275615,4
Ado,missing,6fxRUp0yEHIE79usuBfVaM,missing,5COfkrLpT6t2fHliXbc3tl,49,2022-10-09,189565,False,https://open.spotify.com/track/5COfkrLpT6t2fHliXbc3tl,False,https://p.scdn.co/mp3-preview/49ed95ece28d4311d3fe27b7540baa8f600ba57a?cid=78e434819ce74de2a9da9bd344483f65,1,0.498,0.878,2,-1.025,1,0.0738,0.0129,6.89e-06,0.544,0.563,137.79,audio_features,5COfkrLpT6t2fHliXbc3tl,spotify:track:5COfkrLpT6t2fHliXbc3tl,https://api.spotify.com/v1/tracks/5COfkrLpT6t2fHliXbc3tl,https://api.spotify.com/v1/audio-analysis/5COfkrLpT6t2fHliXbc3tl,189565,4
Fujii Kaze,LOVE ALL SERVE ALL,7Ip9X7pnkhJ4cwDoBnvneD,Kirari,7nhXN2H8h3i2PaHPXb6FO3,52,2022-03-23,227893,False,https://open.spotify.com/track/7nhXN2H8h3i2PaHPXb6FO3,False,https://p.scdn.co/mp3-preview/15cd13daf9a2cecfd7eee495fecef2bae80b8333?cid=78e434819ce74de2a9da9bd344483f65,1,0.752,0.773,2,-6.842,1,0.0441,0.00704,0.0,0.374,0.686,116.975,audio_features,7nhXN2H8h3i2PaHPXb6FO3,spotify:track:7nhXN2H8h3i2PaHPXb6FO3,https://api.spotify.com/v1/tracks/7nhXN2H8h3i2PaHPXb6FO3,https://api.spotify.com/v1/audio-analysis/7nhXN2H8h3i2PaHPXb6FO3,227893,4
Ado,Kyougen,4muEF5biWb506ZojGMfHb7,Gira Gira,0vHCmjN8pepvdu41r69gcB,50,2022-01-26,276080,False,https://open.spotify.com/track/0vHCmjN8pepvdu41r69gcB,False,https://p.scdn.co/mp3-preview/6f5a9414b064fbaa63bcee710b355c0e3122cb14?cid=78e434819ce74de2a9da9bd344483f65,8,0.657,0.862,7,-4.163,1,0.0543,0.0492,0.0,0.0898,0.724,95.994,audio_features,0vHCmjN8pepvdu41r69gcB,spotify:track:0vHCmjN8pepvdu41r69gcB,https://api.spotify.com/v1/tracks/0vHCmjN8pepvdu41r69gcB,https://api.spotify.com/v1/audio-analysis/0vHCmjN8pepvdu41r69gcB,276080,4
I Don't Like Mondays.,PAINT,3nLZFXpFIcKU6BxGqPit3Y,PAINT,0n099xB2P5c2ZLDazd3dgr,53,2022-01-09,208405,False,https://open.spotify.com/track/0n099xB2P5c2ZLDazd3dgr,False,https://p.scdn.co/mp3-preview/1e3abea3db63152363569dedaa6082c9043a734d?cid=78e434819ce74de2a9da9bd344483f65,1,0.53,0.822,2,-3.299,1,0.0371,0.00823,0.0,0.242,0.513,147.025,audio_features,0n099xB2P5c2ZLDazd3dgr,spotify:track:0n099xB2P5c2ZLDazd3dgr,https://api.spotify.com/v1/tracks/0n099xB2P5c2ZLDazd3dgr,https://api.spotify.com/v1/audio-analysis/0n099xB2P5c2ZLDazd3dgr,208405,4
Creepy Nuts,アンサンブル・プレイ,0umDAVn3Zr250pR0NA9FFI,ロスタイム,1O4JEMG1V06Lmkw8JQMY52,52,2022-09-07,219506,False,https://open.spotify.com/track/1O4JEMG1V06Lmkw8JQMY52,False,https://p.scdn.co/mp3-preview/fffabe6284eb93500584b7a514603b0a5880f56f?cid=78e434819ce74de2a9da9bd344483f65,9,0.783,0.786,9,-7.044,1,0.0528,0.12,1.28e-05,0.13,0.678,91.98,audio_features,1O4JEMG1V06Lmkw8JQMY52,spotify:track:1O4JEMG1V06Lmkw8JQMY52,https://api.spotify.com/v1/tracks/1O4JEMG1V06Lmkw8JQMY52,https://api.spotify.com/v1/audio-analysis/1O4JEMG1V06Lmkw8JQMY52,219507,4
Kiro Akiyama,SKETCH,0A1gohH5dOABV1NkjK49dL,SKETCH,1hoeIeIVXV9nDPWL21Nbjj,56,2022-10-08,237680,False,https://open.spotify.com/track/1hoeIeIVXV9nDPWL21Nbjj,False,https://p.scdn.co/mp3-preview/a7a503243f277d9d89ac2c25527ae5589e5abd29?cid=78e434819ce74de2a9da9bd344483f65,1,0.614,0.752,0,-2.775,1,0.0499,0.15,0.0,0.354,0.718,93.976,audio_features,1hoeIeIVXV9nDPWL21Nbjj,spotify:track:1hoeIeIVXV9nDPWL21Nbjj,https://api.spotify.com/v1/tracks/1hoeIeIVXV9nDPWL21Nbjj,https://api.spotify.com/v1/audio-analysis/1hoeIeIVXV9nDPWL21Nbjj,237680,4
The Happy Fits,Under The Shade of Green,7zDlksfOktU7vodm08KPsb,Around and Around,5itBerbyiF0dDF7LEtpoGR,45,2022-08-26,154106,False,https://open.spotify.com/track/5itBerbyiF0dDF7LEtpoGR,False,https://p.scdn.co/mp3-preview/931256efedd6ceb333ad28a7dda3fe7ff8651e64?cid=78e434819ce74de2a9da9bd344483f65,1,0.489,0.861,7,-5.05,1,0.0364,0.00117,0.0,0.213,0.75,155.927,audio_features,5itBerbyiF0dDF7LEtpoGR,spotify:track:5itBerbyiF0dDF7LEtpoGR,https://api.spotify.com/v1/tracks/5itBerbyiF0dDF7LEtpoGR,https://api.spotify.com/v1/audio-analysis/5itBerbyiF0dDF7LEtpoGR,154107,4
Vaundy,恋風邪にのせて,25RY2kxcFBcrcOk47aZspA,恋風邪にのせて,6z5zopmol2EeKDjeRH2QfM,40,2022-03-07,255914,False,https://open.spotify.com/track/6z5zopmol2EeKDjeRH2QfM,False,https://p.scdn.co/mp3-preview/30095dece144618c7e02e2f45f3e68131e73846a?cid=78e434819ce74de2a9da9bd344483f65,1,0.595,0.909,6,-3.594,0,0.0341,6.4e-05,0.000355,0.387,0.537,118.021,audio_features,6z5zopmol2EeKDjeRH2QfM,spotify:track:6z5zopmol2EeKDjeRH2QfM,https://api.spotify.com/v1/tracks/6z5zopmol2EeKDjeRH2QfM,https://api.spotify.com/v1/audio-analysis/6z5zopmol2EeKDjeRH2QfM,255914,4
Fujii Kaze,LOVE ALL SERVE ALL,7Ip9X7pnkhJ4cwDoBnvneD,Garden,2vMc8rqFmqs7RFi8NDx0CJ,51,2022-03-23,229333,False,https://open.spotify.com/track/2vMc8rqFmqs7RFi8NDx0CJ,False,https://p.scdn.co/mp3-preview/e5bce56c94f361463955bf8cb5dc167bed99f46c?cid=78e434819ce74de2a9da9bd344483f65,6,0.589,0.527,4,-8.332,1,0.0572,0.0932,0.000337,0.104,0.576,138.023,audio_features,2vMc8rqFmqs7RFi8NDx0CJ,spotify:track:2vMc8rqFmqs7RFi8NDx0CJ,https://api.spotify.com/v1/tracks/2vMc8rqFmqs7RFi8NDx0CJ,https://api.spotify.com/v1/audio-analysis/2vMc8rqFmqs7RFi8NDx0CJ,229333,4
Matt Dubb,L'chai Olamim,5IdQQlvSjbYtt5FsRDt83v,L'chai Olamim,6hhDOYNDfUwM2eOT5YPmqx,43,2022-10-05,156208,False,https://open.spotify.com/track/6hhDOYNDfUwM2eOT5YPmqx,False,https://p.scdn.co/mp3-preview/282a4caa80b572c3cb7dea9c1ec00de06f9b0beb?cid=78e434819ce74de2a9da9bd344483f65,1,0.682,0.896,1,-2.656,1,0.0413,0.00416,0.0,0.125,0.738,125.988,audio_features,6hhDOYNDfUwM2eOT5YPmqx,spotify:track:6hhDOYNDfUwM2eOT5YPmqx,https://api.spotify.com/v1/tracks/6hhDOYNDfUwM2eOT5YPmqx,https://api.spotify.com/v1/audio-analysis/6hhDOYNDfUwM2eOT5YPmqx,156208,4
Ado,Kyougen,4muEF5biWb506ZojGMfHb7,KokoroToIuNaNoFukakai,5b2Zd5mH2MNYohcWYfnUze,49,2022-01-26,269893,False,https://open.spotify.com/track/5b2Zd5mH2MNYohcWYfnUze,False,https://p.scdn.co/mp3-preview/5be864b59b1275f7c319751902bb42d6a455fac8?cid=78e434819ce74de2a9da9bd344483f65,10,0.573,0.884,0,-3.873,1,0.113,0.05,0.0,0.289,0.595,152.0,audio_features,5b2Zd5mH2MNYohcWYfnUze,spotify:track:5b2Zd5mH2MNYohcWYfnUze,https://api.spotify.com/v1/tracks/5b2Zd5mH2MNYohcWYfnUze,https://api.spotify.com/v1/audio-analysis/5b2Zd5mH2MNYohcWYfnUze,269893,4
Lilas Ikuta,スパークル,0HmvMEiGowPfT2UvYNRDcv,スパークル,6EuubEs5qOmJdpNhkU47OZ,68,2022-01-17,213600,False,https://open.spotify.com/track/6EuubEs5qOmJdpNhkU47OZ,False,https://p.scdn.co/mp3-preview/75060ac0e494bfdf29557464d06771fc522d650d?cid=78e434819ce74de2a9da9bd344483f65,1,0.614,0.579,11,-4.937,1,0.038,0.417,0.0,0.0666,0.692,149.831,audio_features,6EuubEs5qOmJdpNhkU47OZ,spotify:track:6EuubEs5qOmJdpNhkU47OZ,https://api.spotify.com/v1/tracks/6EuubEs5qOmJdpNhkU47OZ,https://api.spotify.com/v1/audio-analysis/6EuubEs5qOmJdpNhkU47OZ,213600,4
Maoli,Little More Tequila,4A5deLd84PViQDMdC0Jzew,Little More Tequila,0SelpH41IFeEM9etZvkYnN,43,2022-12-30,210222,False,https://open.spotify.com/track/0SelpH41IFeEM9etZvkYnN,False,https://p.scdn.co/mp3-preview/65161c32c9db4bccd35bac6325f9e9bd6b529a75?cid=78e434819ce74de2a9da9bd344483f65,1,0.902,0.3,1,-11.195,1,0.367,0.201,0.0,0.0807,0.755,135.002,audio_features,0SelpH41IFeEM9etZvkYnN,spotify:track:0SelpH41IFeEM9etZvkYnN,https://api.spotify.com/v1/tracks/0SelpH41IFeEM9etZvkYnN,https://api.spotify.com/v1/audio-analysis/0SelpH41IFeEM9etZvkYnN,210222,4
ZUTOMAYO,消えてしまいそうです,6UdhROGy9pKEVMLZxTQU5Z,消えてしまいそうです,4wYCZ6QS5EClBXqjakTieR,56,2022-09-08,257799,False,https://open.spotify.com/track/4wYCZ6QS5EClBXqjakTieR,False,https://p.scdn.co/mp3-preview/3990cfded2ba891468aa4097dd390cfe05afe55f?cid=78e434819ce74de2a9da9bd344483f65,1,0.68,0.923,5,-2.833,1,0.0495,0.361,1.35e-05,0.133,0.863,105.965,audio_features,4wYCZ6QS5EClBXqjakTieR,spotify:track:4wYCZ6QS5EClBXqjakTieR,https://api.spotify.com/v1/tracks/4wYCZ6QS5EClBXqjakTieR,https://api.spotify.com/v1/audio-analysis/4wYCZ6QS5EClBXqjakTieR,257800,4
The Happy Fits,Under The Shade of Green,7zDlksfOktU7vodm08KPsb,Dance Alone,3W6lncbObIfLDqjhpyKQlJ,42,2022-08-26,196000,False,https://open.spotify.com/track/3W6lncbObIfLDqjhpyKQlJ,False,https://p.scdn.co/mp3-preview/1a17c76ece7a1e2567c21ee7759f36fb01a40c94?cid=78e434819ce74de2a9da9bd344483f65,2,0.517,0.673,7,-6.472,1,0.0374,0.0463,5.15e-05,0.338,0.848,172.027,audio_features,3W6lncbObIfLDqjhpyKQlJ,spotify:track:3W6lncbObIfLDqjhpyKQlJ,https://api.spotify.com/v1/tracks/3W6lncbObIfLDqjhpyKQlJ,https://api.spotify.com/v1/audio-analysis/3W6lncbObIfLDqjhpyKQlJ,196000,4
The Happy Fits,Under The Shade of Green,7zDlksfOktU7vodm08KPsb,Little One,5ctXRM2qn2f8abTzVAWA9U,42,2022-08-26,209786,False,https://open.spotify.com/track/5ctXRM2qn2f8abTzVAWA9U,False,https://p.scdn.co/mp3-preview/e1f2e8f6168bd68b38698f0f36d2d67e0d941615?cid=78e434819ce74de2a9da9bd344483f65,5,0.474,0.62,9,-4.051,1,0.0318,0.0362,0.0,0.133,0.601,134.156,audio_features,5ctXRM2qn2f8abTzVAWA9U,spotify:track:5ctXRM2qn2f8abTzVAWA9U,https://api.spotify.com/v1/tracks/5ctXRM2qn2f8abTzVAWA9U,https://api.spotify.com/v1/audio-analysis/5ctXRM2qn2f8abTzVAWA9U,209787,4
flipturn,Shadowglow,1gu4P2JcclHD1BvDXx2pqq,Playground,5zuOIckVgtIj4azwZ8OQrO,41,2022-08-19,249365,False,https://open.spotify.com/track/5zuOIckVgtIj4azwZ8OQrO,False,https://p.scdn.co/mp3-preview/4557be0873881598f3edd158ed22cf2ba90728be?cid=78e434819ce74de2a9da9bd344483f65,2,0.444,0.753,4,-5.978,1,0.041,0.000746,0.000795,0.35,0.444,169.053,audio_features,5zuOIckVgtIj4azwZ8OQrO,spotify:track:5zuOIckVgtIj4azwZ8OQrO,https://api.spotify.com/v1/tracks/5zuOIckVgtIj4azwZ8OQrO,https://api.spotify.com/v1/audio-analysis/5zuOIckVgtIj4azwZ8OQrO,249366,4
DYGL,Waves,4BiUDSP16xxTY1xowEipas,Waves,6BqqBaaQPILuPRKqwl7Gyq,40,2022-03-23,244687,False,https://open.spotify.com/track/6BqqBaaQPILuPRKqwl7Gyq,False,https://p.scdn.co/mp3-preview/de2160ca7ee3f17b4c3702f42578b2c39fba4cd7?cid=78e434819ce74de2a9da9bd344483f65,1,0.631,0.673,9,-7.922,1,0.0313,0.0165,0.0,0.141,0.711,136.051,audio_features,6BqqBaaQPILuPRKqwl7Gyq,spotify:track:6BqqBaaQPILuPRKqwl7Gyq,https://api.spotify.com/v1/tracks/6BqqBaaQPILuPRKqwl7Gyq,https://api.spotify.com/v1/audio-analysis/6BqqBaaQPILuPRKqwl7Gyq,244688,4
Trampled by Turtles,Alpenglow,2iSaVUXzQK55C1IXDOCSDc,Burlesque Desert Window,6xGbIeDe1EeJT2vbzSXqeJ,42,2022-10-28,179573,False,https://open.spotify.com/track/6xGbIeDe1EeJT2vbzSXqeJ,False,https://p.scdn.co/mp3-preview/dc765b20449729fd00162ad741950b2a96eb758b?cid=78e434819ce74de2a9da9bd344483f65,7,0.531,0.552,2,-7.846,1,0.0324,0.676,8.31e-06,0.109,0.816,80.945,audio_features,6xGbIeDe1EeJT2vbzSXqeJ,spotify:track:6xGbIeDe1EeJT2vbzSXqeJ,https://api.spotify.com/v1/tracks/6xGbIeDe1EeJT2vbzSXqeJ,https://api.spotify.com/v1/audio-analysis/6xGbIeDe1EeJT2vbzSXqeJ,179573,4
二口魔菜 Futakuchi Mana,Covers 2021,0GnuVPbMZOyajT6qWcfsMi,KING,6jQlyd5BxicSaSzIsOeMTs,46,2022-01-15,151461,False,https://open.spotify.com/track/6jQlyd5BxicSaSzIsOeMTs,False,https://p.scdn.co/mp3-preview/030dfe76380522db343661700c1d36f6e52aadff?cid=78e434819ce74de2a9da9bd344483f65,7,0.361,0.976,1,-3.136,1,0.18,0.000373,0.000624,0.457,0.289,166.085,audio_features,6jQlyd5BxicSaSzIsOeMTs,spotify:track:6jQlyd5BxicSaSzIsOeMTs,https://api.spotify.com/v1/tracks/6jQlyd5BxicSaSzIsOeMTs,https://api.spotify.com/v1/audio-analysis/6jQlyd5BxicSaSzIsOeMTs,151461,4
Animals As Leaders,Parrhesia,1mIiGxlTjTnNMTS9HYwsuB,The Problem of Other Minds,6NUQhf20QwI2h66k1PTH7t,45,2022-03-25,152840,False,https://open.spotify.com/track/6NUQhf20QwI2h66k1PTH7t,False,https://p.scdn.co/mp3-preview/db7d0323aff5af6d54fefc8e494d780e805d97a0?cid=78e434819ce74de2a9da9bd344483f65,6,0.561,0.908,0,-7.256,1,0.0911,0.00122,0.8,0.101,0.11,124.963,audio_features,6NUQhf20QwI2h66k1PTH7t,spotify:track:6NUQhf20QwI2h66k1PTH7t,https://api.spotify.com/v1/tracks/6NUQhf20QwI2h66k1PTH7t,https://api.spotify.com/v1/audio-analysis/6NUQhf20QwI2h66k1PTH7t,152840,3
Trampled by Turtles,Alpenglow,2iSaVUXzQK55C1IXDOCSDc,Starting Over,0DFo7a8DQvONxF2Q5dpV3i,42,2022-10-28,225333,False,https://open.spotify.com/track/0DFo7a8DQvONxF2Q5dpV3i,False,https://p.scdn.co/mp3-preview/7cb2de53715e906f78d2af61c46ddbc9575312d0?cid=78e434819ce74de2a9da9bd344483f65,2,0.426,0.535,7,-8.975,0,0.0292,0.412,0.0011,0.116,0.39,135.978,audio_features,0DFo7a8DQvONxF2Q5dpV3i,spotify:track:0DFo7a8DQvONxF2Q5dpV3i,https://api.spotify.com/v1/tracks/0DFo7a8DQvONxF2Q5dpV3i,https://api.spotify.com/v1/audio-analysis/0DFo7a8DQvONxF2Q5dpV3i,225333,4
DECO*27,MANNEQUIN,3qFF8RZSnHGf6q6jOcCXy5,The Vampire,2d49lHO5ybKcYAcuJh2hT2,48,2022-03-09,178235,False,https://open.spotify.com/track/2d49lHO5ybKcYAcuJh2hT2,False,https://p.scdn.co/mp3-preview/166c5b83c5bc93151f45c48b835281babe503fae?cid=78e434819ce74de2a9da9bd344483f65,1,0.555,0.955,1,-4.073,0,0.048,0.0096,0.0,0.329,0.955,164.028,audio_features,2d49lHO5ybKcYAcuJh2hT2,spotify:track:2d49lHO5ybKcYAcuJh2hT2,https://api.spotify.com/v1/tracks/2d49lHO5ybKcYAcuJh2hT2,https://api.spotify.com/v1/audio-analysis/2d49lHO5ybKcYAcuJh2hT2,178235,4
The Smithereens,Especially For You,3dL4XWDXC0n9Z1OtebGbbD,Blood And Roses,3wbLj9Rd3YBZzKRDxC266o,38,2022-07-29,216826,False,https://open.spotify.com/track/3wbLj9Rd3YBZzKRDxC266o,False,https://p.scdn.co/mp3-preview/d33e562523b575c4ec4148b6e03db00ebf23a01b?cid=78e434819ce74de2a9da9bd344483f65,9,0.477,0.686,6,-14.141,1,0.0406,0.0101,0.0118,0.0633,0.81,120.837,audio_features,3wbLj9Rd3YBZzKRDxC266o,spotify:track:3wbLj9Rd3YBZzKRDxC266o,https://api.spotify.com/v1/tracks/3wbLj9Rd3YBZzKRDxC266o,https://api.spotify.com/v1/audio-analysis/3wbLj9Rd3YBZzKRDxC266o,216827,4
Grateful Dead,"Madison Square Garden, New York, NY 3/9/81 (Live)",50ER5uOSuN39s05PcrRgcm,"Deep Elem Blues - Live at Madison Square Garden, New York, NY 3/9/81",4NW1w2ykZ0hZDssKf18ZXb,39,2022-09-23,423420,False,https://open.spotify.com/track/4NW1w2ykZ0hZDssKf18ZXb,False,https://p.scdn.co/mp3-preview/398c0d5b700b99355f9bf40e254d3ea9f72c44c5?cid=78e434819ce74de2a9da9bd344483f65,6,0.515,0.532,9,-15.775,1,0.0544,0.403,0.000962,0.241,0.848,191.511,audio_features,4NW1w2ykZ0hZDssKf18ZXb,spotify:track:4NW1w2ykZ0hZDssKf18ZXb,https://api.spotify.com/v1/tracks/4NW1w2ykZ0hZDssKf18ZXb,https://api.spotify.com/v1/audio-analysis/4NW1w2ykZ0hZDssKf18ZXb,423421,4
