artist_name,album_name,album_id,track_name,track_id,popularity,release_date,duration_ms,explicit,external_urls,is_local,preview_url,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Jim Perkins,The North Wind (Daigo Hanada Re-work),1LjC5SMuxGzphoo6e9KEG5,The North Wind - Daigo Hanada Re-work,3oM82Zz63KrnYQ0ZaTTQ9l,49,2022-05-13,115133,False,https://open.spotify.com/track/3oM82Zz63KrnYQ0ZaTTQ9l,False,https://p.scdn.co/mp3-preview/105f023e97f28769febacbbffe9c24dc9ad7024e?cid=78e434819ce74de2a9da9bd344483f65,1,0.181,0.0102,3,-31.629,1,0.0377,0.964,0.95,0.106,0.0315,137.152,audio_features,3oM82Zz63KrnYQ0ZaTTQ9l,spotify:track:3oM82Zz63KrnYQ0ZaTTQ9l,https://api.spotify.com/v1/tracks/3oM82Zz63KrnYQ0ZaTTQ9l,https://api.spotify.com/v1/audio-analysis/3oM82Zz63KrnYQ0ZaTTQ9l,115133,3
Ludovico Einaudi,Underwater,3DT821mYJb7Ore88vA8IOO,Rolling Like A Ball,264yEsvuPUzGcBO0nSCSkl,58,2022-01-21,257216,False,https://open.spotify.com/track/264yEsvuPUzGcBO0nSCSkl,False,https://p.scdn.co/mp3-preview/b7a3d895ec401d1c2ba89a12fcdb860806b41274?cid=78e434819ce74de2a9da9bd344483f65,2,0.208,0.012,8,-29.933,1,0.0422,0.987,0.919,0.1,0.0391,175.159,audio_features,264yEsvuPUzGcBO0nSCSkl,spotify:track:264yEsvuPUzGcBO0nSCSkl,https://api.spotify.com/v1/tracks/264yEsvuPUzGcBO0nSCSkl,https://api.spotify.com/v1/audio-analysis/264yEsvuPUzGcBO0nSCSkl,257217,3
Chad Lawson,irreplaceable,6ClBcZdgDR3FFGOc76hPPK,irreplaceable,0aDl3mGEr6eZcSwoJo91Np,49,2022-06-17,271943,False,https://open.spotify.com/track/0aDl3mGEr6eZcSwoJo91Np,False,https://p.scdn.co/mp3-preview/61fb995e408ff11a7291c81c745765f10b7ee3a3?cid=78e434819ce74de2a9da9bd344483f65,1,0.238,0.0747,0,-24.201,0,0.0437,0.95,0.935,0.0978,0.126,117.686,audio_features,0aDl3mGEr6eZcSwoJo91Np,spotify:track:0aDl3mGEr6eZcSwoJo91Np,https://api.spotify.com/v1/tracks/0aDl3mGEr6eZcSwoJo91Np,https://api.spotify.com/v1/audio-analysis/0aDl3mGEr6eZcSwoJo91Np,271943,4
Ólafur Arnalds,Loom (Sunrise Session II),0lCyefnvL1HqQkpXl5HjC5,Loom - Sunrise Session II,42DSWZ06VzGVzuoRwZEHHe,48,2022-04-01,226000,False,https://open.spotify.com/track/42DSWZ06VzGVzuoRwZEHHe,False,https://p.scdn.co/mp3-preview/f28d362ff406b3fa60b505cdead0f32b3294f05b?cid=78e434819ce74de2a9da9bd344483f65,1,0.222,0.11,0,-18.317,0,0.0377,0.979,0.902,0.128,0.0638,103.252,audio_features,42DSWZ06VzGVzuoRwZEHHe,spotify:track:42DSWZ06VzGVzuoRwZEHHe,https://api.spotify.com/v1/tracks/42DSWZ06VzGVzuoRwZEHHe,https://api.spotify.com/v1/audio-analysis/42DSWZ06VzGVzuoRwZEHHe,226000,5
Ludovico Einaudi,Underwater,3DT821mYJb7Ore88vA8IOO,Indian Yellow,6j8KPn7rmbTwlkpEbHcrS1,57,2022-01-21,194789,False,https://open.spotify.com/track/6j8KPn7rmbTwlkpEbHcrS1,False,https://p.scdn.co/mp3-preview/1790b085ac2c35288cdbb0f9d07f59b5a3e182ef?cid=78e434819ce74de2a9da9bd344483f65,3,0.263,0.009,2,-35.193,1,0.0515,0.995,0.946,0.0881,0.156,68.083,audio_features,6j8KPn7rmbTwlkpEbHcrS1,spotify:track:6j8KPn7rmbTwlkpEbHcrS1,https://api.spotify.com/v1/tracks/6j8KPn7rmbTwlkpEbHcrS1,https://api.spotify.com/v1/audio-analysis/6j8KPn7rmbTwlkpEbHcrS1,194790,1
Lang Lang,The Disney Book,6s4Nj1n5yQuyn6ML0Jjk3z,"The Bare Necessities - From ""The Jungle Book""",6aDmy1Tf35ee4rr6VTRbV1,42,2022-09-16,160356,False,https://open.spotify.com/track/6aDmy1Tf35ee4rr6VTRbV1,False,https://p.scdn.co/mp3-preview/529c03ba8dc0ea69957dcf88645bd975f7ba781d?cid=78e434819ce74de2a9da9bd344483f65,4,0.427,0.157,5,-19.157,1,0.0451,0.988,0.874,0.131,0.373,103.179,audio_features,6aDmy1Tf35ee4rr6VTRbV1,spotify:track:6aDmy1Tf35ee4rr6VTRbV1,https://api.spotify.com/v1/tracks/6aDmy1Tf35ee4rr6VTRbV1,https://api.spotify.com/v1/audio-analysis/6aDmy1Tf35ee4rr6VTRbV1,160357,3
Henry Smith,00s Piano Covers (Vol. 4),2M0DQFkLjHJxyDWsqg7dqo,Clocks - Piano Version,0JGFL2BpVR3NBgVTdRQBfs,48,2022-11-04,232250,False,https://open.spotify.com/track/0JGFL2BpVR3NBgVTdRQBfs,False,https://p.scdn.co/mp3-preview/2571e0af4c37f1ea5499c336be62be8f35927ae6?cid=78e434819ce74de2a9da9bd344483f65,2,0.535,0.0462,5,-20.574,0,0.0645,0.991,0.964,0.146,0.201,114.544,audio_features,0JGFL2BpVR3NBgVTdRQBfs,spotify:track:0JGFL2BpVR3NBgVTdRQBfs,https://api.spotify.com/v1/tracks/0JGFL2BpVR3NBgVTdRQBfs,https://api.spotify.com/v1/audio-analysis/0JGFL2BpVR3NBgVTdRQBfs,232250,4
Blurstem,Fabric of Summer,0qnLxjGGBmnIjmOo6D2ZVY,With a Little Patience,036rgmT1dmfSp7rx8ZRgUz,45,2022-09-09,157732,False,https://open.spotify.com/track/036rgmT1dmfSp7rx8ZRgUz,False,https://p.scdn.co/mp3-preview/1e47240b03118d177f450e3b2e95cd330455c6d5?cid=78e434819ce74de2a9da9bd344483f65,2,0.395,0.0104,7,-32.009,1,0.0501,0.993,0.94,0.1,0.0394,114.11,audio_features,036rgmT1dmfSp7rx8ZRgUz,spotify:track:036rgmT1dmfSp7rx8ZRgUz,https://api.spotify.com/v1/tracks/036rgmT1dmfSp7rx8ZRgUz,https://api.spotify.com/v1/audio-analysis/036rgmT1dmfSp7rx8ZRgUz,157733,5
Wolfgang Amadeus Mozart,Mozart: The Complete Piano Sonatas,4pMwtuowDtXHviE9xPp6gi,"Piano Sonata No. 18 in D Major, K. 576 ""Hunt"": II. Adagio",4yNdgz1fkB7vF6XPZgdEp1,48,2022-10-07,301400,False,https://open.spotify.com/track/4yNdgz1fkB7vF6XPZgdEp1,False,https://p.scdn.co/mp3-preview/b425cfe91da46be507293d85106b63b6b82d0ba4?cid=78e434819ce74de2a9da9bd344483f65,11,0.325,0.0735,9,-26.065,1,0.0506,0.991,0.929,0.0804,0.213,173.798,audio_features,4yNdgz1fkB7vF6XPZgdEp1,spotify:track:4yNdgz1fkB7vF6XPZgdEp1,https://api.spotify.com/v1/tracks/4yNdgz1fkB7vF6XPZgdEp1,https://api.spotify.com/v1/audio-analysis/4yNdgz1fkB7vF6XPZgdEp1,301400,4
Jon Winterstein,Reveries,7HL7md3e4AZXO7Qt5GPj1A,Reveries,6RHR4Crd5h7hvxpdYWaSu5,44,2022-04-22,135129,False,https://open.spotify.com/track/6RHR4Crd5h7hvxpdYWaSu5,False,https://p.scdn.co/mp3-preview/96155e520a274898378a4ee75a8965f292a6ba93?cid=78e434819ce74de2a9da9bd344483f65,1,0.501,0.00535,1,-31.517,1,0.0545,0.995,0.95,0.138,0.259,120.986,audio_features,6RHR4Crd5h7hvxpdYWaSu5,spotify:track:6RHR4Crd5h7hvxpdYWaSu5,https://api.spotify.com/v1/tracks/6RHR4Crd5h7hvxpdYWaSu5,https://api.spotify.com/v1/audio-analysis/6RHR4Crd5h7hvxpdYWaSu5,135129,3
George Frideric Handel,Piano Chillout: 22 Relaxing Classical Themes (Remastered 2022),17ViKKpLueT54sAZuAUyPg,"Handel: Suite No. 11 in D Minor, HWV 437: III. Sarabande - Remastered 2022",4fHnQHcXdcCrVYMpP04uTR,51,2022-07-01,177771,False,https://open.spotify.com/track/4fHnQHcXdcCrVYMpP04uTR,False,https://p.scdn.co/mp3-preview/e06912b4fbaa899af7232d7a9920a91b0e9c6a44?cid=78e434819ce74de2a9da9bd344483f65,8,0.453,0.0146,2,-28.68,0,0.0549,0.995,0.921,0.0572,0.178,118.902,audio_features,4fHnQHcXdcCrVYMpP04uTR,spotify:track:4fHnQHcXdcCrVYMpP04uTR,https://api.spotify.com/v1/tracks/4fHnQHcXdcCrVYMpP04uTR,https://api.spotify.com/v1/audio-analysis/4fHnQHcXdcCrVYMpP04uTR,177771,4
Daniel Schrage,Last Night's Prayer,5DgNpJ1P6IhD7bYTDqWmuO,Last Night's Prayer,5DJmfVYJIOLcodl9ARo0VD,43,2022-05-27,148177,False,https://open.spotify.com/track/5DJmfVYJIOLcodl9ARo0VD,False,https://p.scdn.co/mp3-preview/12ff89cda98cfcdd06f123385a9bd6fdc29e9cd0?cid=78e434819ce74de2a9da9bd344483f65,1,0.374,0.0114,4,-29.303,1,0.0456,0.987,0.937,0.0905,0.0859,121.112,audio_features,5DJmfVYJIOLcodl9ARo0VD,spotify:track:5DJmfVYJIOLcodl9ARo0VD,https://api.spotify.com/v1/tracks/5DJmfVYJIOLcodl9ARo0VD,https://api.spotify.com/v1/audio-analysis/5DJmfVYJIOLcodl9ARo0VD,148178,4
Henry Smith,90s Piano Covers (Vol. 1),2m5eShSE6Mu4IL00sePped,Can You Feel the Love Tonight - Piano Version,6kyf2TTzftzNKFbG28RPPi,48,2022-02-18,229500,False,https://open.spotify.com/track/6kyf2TTzftzNKFbG28RPPi,False,https://p.scdn.co/mp3-preview/540ac657e226f2658898566629e47adba561220b?cid=78e434819ce74de2a9da9bd344483f65,7,0.466,0.00642,10,-28.078,1,0.0498,0.995,0.964,0.08,0.428,126.69,audio_features,6kyf2TTzftzNKFbG28RPPi,spotify:track:6kyf2TTzftzNKFbG28RPPi,https://api.spotify.com/v1/tracks/6kyf2TTzftzNKFbG28RPPi,https://api.spotify.com/v1/audio-analysis/6kyf2TTzftzNKFbG28RPPi,229500,4
Claude Debussy,"Debussy: Préludes / Book 1, L. 117: No. 8, The Girl with the Flaxen Hair",2EwTAHIOiu67k6zsPJ9non,"Préludes / Book 1, L. 117: No. 8, The Girl with the Flaxen Hair",1D5LT3ZUtwpXFpiv18M0R2,47,2022-02-11,172106,False,https://open.spotify.com/track/1D5LT3ZUtwpXFpiv18M0R2,False,https://p.scdn.co/mp3-preview/5d953b556c15653097e3d783400781dc886964fe?cid=78e434819ce74de2a9da9bd344483f65,1,0.461,0.0104,6,-31.073,1,0.0655,0.995,0.908,0.0895,0.106,71.494,audio_features,1D5LT3ZUtwpXFpiv18M0R2,spotify:track:1D5LT3ZUtwpXFpiv18M0R2,https://api.spotify.com/v1/tracks/1D5LT3ZUtwpXFpiv18M0R2,https://api.spotify.com/v1/audio-analysis/1D5LT3ZUtwpXFpiv18M0R2,172107,5
Sarah Watson,Moonlight Waltz,4c7rMqF3xpqZIbjR1ISsbp,Moonlight Waltz,2w4w29W62gzZ6OWWmilEB6,49,2022-08-05,144146,False,https://open.spotify.com/track/2w4w29W62gzZ6OWWmilEB6,False,https://p.scdn.co/mp3-preview/33506430635173032b28e146d1fc517c75b4dc35?cid=78e434819ce74de2a9da9bd344483f65,1,0.393,0.0214,9,-24.282,1,0.105,0.987,0.94,0.0962,0.183,84.958,audio_features,2w4w29W62gzZ6OWWmilEB6,spotify:track:2w4w29W62gzZ6OWWmilEB6,https://api.spotify.com/v1/tracks/2w4w29W62gzZ6OWWmilEB6,https://api.spotify.com/v1/audio-analysis/2w4w29W62gzZ6OWWmilEB6,144146,3
ildio,lost in time,6Qw2m1SDDG8HSVlkf3PSi0,lost in time,44PBsQT1o9ySt7W1oArbwz,44,2022-08-19,137385,False,https://open.spotify.com/track/44PBsQT1o9ySt7W1oArbwz,False,https://p.scdn.co/mp3-preview/4c04f6b35ebd0bad5ca38455f8015a00dba0f169?cid=78e434819ce74de2a9da9bd344483f65,1,0.387,0.0238,3,-30.365,1,0.0727,0.995,0.933,0.106,0.204,55.927,audio_features,44PBsQT1o9ySt7W1oArbwz,spotify:track:44PBsQT1o9ySt7W1oArbwz,https://api.spotify.com/v1/tracks/44PBsQT1o9ySt7W1oArbwz,https://api.spotify.com/v1/audio-analysis/44PBsQT1o9ySt7W1oArbwz,137385,4
Henry Smith,80s Piano Covers,48HmHDE2kfBZvNCOl4EmLp,Don't Stop Believin - Piano Version,4l45n1chzAV6LFVCxvddYD,47,2022-12-14,230000,False,https://open.spotify.com/track/4l45n1chzAV6LFVCxvddYD,False,https://p.scdn.co/mp3-preview/058ae67c556d017ccc5ce0a62de801f3cf58ef21?cid=78e434819ce74de2a9da9bd344483f65,3,0.579,0.0298,4,-25.753,1,0.0517,0.994,0.927,0.0681,0.0786,109.791,audio_features,4l45n1chzAV6LFVCxvddYD,spotify:track:4l45n1chzAV6LFVCxvddYD,https://api.spotify.com/v1/tracks/4l45n1chzAV6LFVCxvddYD,https://api.spotify.com/v1/audio-analysis/4l45n1chzAV6LFVCxvddYD,230000,4
Library Tapes,Blue Skies,3euWDri6mEN8UBh1hJmI6J,Blue Skies,728JngBHRkfNMMwvAbOxLo,44,2022-03-18,118000,False,https://open.spotify.com/track/728JngBHRkfNMMwvAbOxLo,False,https://p.scdn.co/mp3-preview/9053d7c7a307423c7df8b591223672a8a09a6496?cid=78e434819ce74de2a9da9bd344483f65,1,0.643,0.123,9,-30.484,0,0.0519,0.993,0.943,0.0994,0.262,123.983,audio_features,728JngBHRkfNMMwvAbOxLo,spotify:track:728JngBHRkfNMMwvAbOxLo,https://api.spotify.com/v1/tracks/728JngBHRkfNMMwvAbOxLo,https://api.spotify.com/v1/audio-analysis/728JngBHRkfNMMwvAbOxLo,118000,4
ildio,lost in time,6Qw2m1SDDG8HSVlkf3PSi0,happiness this way lies,3OZlh6llnUn1KwNL7ieMkr,43,2022-08-19,143958,False,https://open.spotify.com/track/3OZlh6llnUn1KwNL7ieMkr,False,https://p.scdn.co/mp3-preview/00fc893c45365b75fe05dedda01f11a3f309f05e?cid=78e434819ce74de2a9da9bd344483f65,3,0.365,0.00523,5,-30.756,0,0.04,0.994,0.888,0.101,0.108,105.639,audio_features,3OZlh6llnUn1KwNL7ieMkr,spotify:track:3OZlh6llnUn1KwNL7ieMkr,https://api.spotify.com/v1/tracks/3OZlh6llnUn1KwNL7ieMkr,https://api.spotify.com/v1/audio-analysis/3OZlh6llnUn1KwNL7ieMkr,143958,3
Henry Smith,00s Piano Covers,01u4d96EWX1Xk1NLtQhZNC,You're Beautiful - Piano Version,1vJqBOv6SgEqoDPrjGmsGL,47,2022-12-14,200874,False,https://open.spotify.com/track/1vJqBOv6SgEqoDPrjGmsGL,False,https://p.scdn.co/mp3-preview/00ef808c6ce4dad9eb8da1e423e16a2febc4c8b1?cid=78e434819ce74de2a9da9bd344483f65,11,0.35,0.00407,3,-29.249,1,0.0492,0.994,0.949,0.0942,0.329,76.273,audio_features,1vJqBOv6SgEqoDPrjGmsGL,spotify:track:1vJqBOv6SgEqoDPrjGmsGL,https://api.spotify.com/v1/tracks/1vJqBOv6SgEqoDPrjGmsGL,https://api.spotify.com/v1/audio-analysis/1vJqBOv6SgEqoDPrjGmsGL,200875,4
RIOPY,[extended] BLISS,7pA2ES3gv11KZ7yhmsZ4vS,Bee,77Xd7aikO9NRmzC6ISXIvY,48,2022-08-26,132546,False,https://open.spotify.com/track/77Xd7aikO9NRmzC6ISXIvY,False,https://p.scdn.co/mp3-preview/e8b8c5f4e0fe623bba5235b3d4101621cd74ffdf?cid=78e434819ce74de2a9da9bd344483f65,3,0.264,0.267,0,-16.947,1,0.0407,0.984,0.917,0.105,0.117,81.525,audio_features,77Xd7aikO9NRmzC6ISXIvY,spotify:track:77Xd7aikO9NRmzC6ISXIvY,https://api.spotify.com/v1/tracks/77Xd7aikO9NRmzC6ISXIvY,https://api.spotify.com/v1/audio-analysis/77Xd7aikO9NRmzC6ISXIvY,132547,4
Alexis Ffrench,Truth,3vkgKLIXijInCpJGgeRsaY,Guiding Light,1jt4hk4d51pZ8DZl8yMMmG,49,2022-05-06,197877,False,https://open.spotify.com/track/1jt4hk4d51pZ8DZl8yMMmG,False,https://p.scdn.co/mp3-preview/80525a71ec298009d2b10039d7c0dcd86bbf99f2?cid=78e434819ce74de2a9da9bd344483f65,5,0.352,0.0355,5,-23.22,1,0.0581,0.987,0.916,0.0911,0.233,65.048,audio_features,1jt4hk4d51pZ8DZl8yMMmG,spotify:track:1jt4hk4d51pZ8DZl8yMMmG,https://api.spotify.com/v1/tracks/1jt4hk4d51pZ8DZl8yMMmG,https://api.spotify.com/v1/audio-analysis/1jt4hk4d51pZ8DZl8yMMmG,197878,5
Elias Braun,Daybreak,79Dz2veZjjtnOFMNOHMKFl,Daybreak,6Xq1rE2hfjSMSK5mTpfzb6,46,2022-07-08,102515,False,https://open.spotify.com/track/6Xq1rE2hfjSMSK5mTpfzb6,False,https://p.scdn.co/mp3-preview/f278d4e286cb5c084d2c50b7dde76154cb74bf89?cid=78e434819ce74de2a9da9bd344483f65,1,0.501,0.194,0,-23.932,0,0.0265,0.929,0.946,0.116,0.261,125.711,audio_features,6Xq1rE2hfjSMSK5mTpfzb6,spotify:track:6Xq1rE2hfjSMSK5mTpfzb6,https://api.spotify.com/v1/tracks/6Xq1rE2hfjSMSK5mTpfzb6,https://api.spotify.com/v1/audio-analysis/6Xq1rE2hfjSMSK5mTpfzb6,102516,3
Glee Cast,Glee LGBTQIA+ Pride,6ndWxNXkozcZLcsCAVBctE,Don't Stop Believin' (Glee Cast Version) - Cover of Journey,18k2vGf6TWpBoy8ASTuPdS,44,2022-07-15,230200,False,https://open.spotify.com/track/18k2vGf6TWpBoy8ASTuPdS,False,https://p.scdn.co/mp3-preview/85560897a3cabd21b39b7b3e87728a1d6696a060?cid=78e434819ce74de2a9da9bd344483f65,12,0.473,0.619,7,-3.823,1,0.0336,0.0383,0.0,0.189,0.274,123.857,audio_features,18k2vGf6TWpBoy8ASTuPdS,spotify:track:18k2vGf6TWpBoy8ASTuPdS,https://api.spotify.com/v1/tracks/18k2vGf6TWpBoy8ASTuPdS,https://api.spotify.com/v1/audio-analysis/18k2vGf6TWpBoy8ASTuPdS,230200,4
Daniela Lalita,Tenía Razón,3PJCE4qTFbyW9XXFyR0wO9,Tenía Razón,13byK69wHdWtPt0QdgDPfw,41,2022-07-12,173826,False,https://open.spotify.com/track/13byK69wHdWtPt0QdgDPfw,False,https://p.scdn.co/mp3-preview/1c8798663c205a86ecf9aaa7d5d2e9acc24964b8?cid=78e434819ce74de2a9da9bd344483f65,1,0.728,0.595,9,-8.043,0,0.038,0.744,5.66e-06,0.109,0.541,103.789,audio_features,13byK69wHdWtPt0QdgDPfw,spotify:track:13byK69wHdWtPt0QdgDPfw,https://api.spotify.com/v1/tracks/13byK69wHdWtPt0QdgDPfw,https://api.spotify.com/v1/audio-analysis/13byK69wHdWtPt0QdgDPfw,173827,4
ZABO,Affliction,34lCLMfYsJSwUp2nGU8CWs,Affliction,5fTaC6VSUxQz0sCbbHwJkY,37,2022-06-17,199275,False,https://open.spotify.com/track/5fTaC6VSUxQz0sCbbHwJkY,False,https://p.scdn.co/mp3-preview/608ea68445095d390996551f079ffb57fdb08a95?cid=78e434819ce74de2a9da9bd344483f65,1,0.705,0.909,6,-2.77,0,0.0348,0.0147,0.839,0.155,0.21,99.98,audio_features,5fTaC6VSUxQz0sCbbHwJkY,spotify:track:5fTaC6VSUxQz0sCbbHwJkY,https://api.spotify.com/v1/tracks/5fTaC6VSUxQz0sCbbHwJkY,https://api.spotify.com/v1/audio-analysis/5fTaC6VSUxQz0sCbbHwJkY,199275,4
DJ Smallz 732,SOMEBODY ( Jersey Club ),62Pnhn5JwdoXfrsjdP3ang,SOMEBODY ( Jersey Club ),62m1XSqyhWUjjAR0E84CUB,33,2022-07-20,126657,False,https://open.spotify.com/track/62m1XSqyhWUjjAR0E84CUB,False,https://p.scdn.co/mp3-preview/153654d5ae3ca802753f8afc7e3d47fd809b8df8?cid=78e434819ce74de2a9da9bd344483f65,1,0.868,0.566,1,-14.762,1,0.109,0.129,0.797,0.0969,0.496,154.958,audio_features,62m1XSqyhWUjjAR0E84CUB,spotify:track:62m1XSqyhWUjjAR0E84CUB,https://api.spotify.com/v1/tracks/62m1XSqyhWUjjAR0E84CUB,https://api.spotify.com/v1/audio-analysis/62m1XSqyhWUjjAR0E84CUB,126657,4
Drezo,Techno,78pp5cZjGZ3HsONFmbn7bE,Techno,2CcQBQomdpTg3q97rj2Gp7,36,2022-06-24,222260,False,https://open.spotify.com/track/2CcQBQomdpTg3q97rj2Gp7,False,https://p.scdn.co/mp3-preview/53bb5fd7a54546802bb2c5fd8397ee9d574203b1?cid=78e434819ce74de2a9da9bd344483f65,1,0.765,0.962,1,-4.182,1,0.0946,0.237,0.214,0.248,0.547,115.063,audio_features,2CcQBQomdpTg3q97rj2Gp7,spotify:track:2CcQBQomdpTg3q97rj2Gp7,https://api.spotify.com/v1/tracks/2CcQBQomdpTg3q97rj2Gp7,https://api.spotify.com/v1/audio-analysis/2CcQBQomdpTg3q97rj2Gp7,222261,4
Owl Vision,NOCTURNAL,4EiiygcWETw9cQktdzQnUQ,NOCTURNAL,4nuZGGZFAo10NKnYLWVY3l,37,2022-11-25,201282,False,https://open.spotify.com/track/4nuZGGZFAo10NKnYLWVY3l,False,https://p.scdn.co/mp3-preview/241564bea4ae9e5428da281281bb88215d4c9c88?cid=78e434819ce74de2a9da9bd344483f65,1,0.669,0.996,7,-4.143,1,0.0623,0.679,0.26,0.299,0.436,101.343,audio_features,4nuZGGZFAo10NKnYLWVY3l,spotify:track:4nuZGGZFAo10NKnYLWVY3l,https://api.spotify.com/v1/tracks/4nuZGGZFAo10NKnYLWVY3l,https://api.spotify.com/v1/audio-analysis/4nuZGGZFAo10NKnYLWVY3l,201283,4
Babyfather,1471,6aazGhy1unBHW4nPE6uHlN,1471,1BVo3CqGJO3YMNeoK5Ihye,39,2022-11-07,104000,False,https://open.spotify.com/track/1BVo3CqGJO3YMNeoK5Ihye,False,https://p.scdn.co/mp3-preview/d1489aea7c25216ba15a6935e68229f1127ae6a5?cid=78e434819ce74de2a9da9bd344483f65,1,0.6,0.888,7,-4.438,1,0.0641,0.622,0.00258,0.11,0.142,126.923,audio_features,1BVo3CqGJO3YMNeoK5Ihye,spotify:track:1BVo3CqGJO3YMNeoK5Ihye,https://api.spotify.com/v1/tracks/1BVo3CqGJO3YMNeoK5Ihye,https://api.spotify.com/v1/audio-analysis/1BVo3CqGJO3YMNeoK5Ihye,104000,4
More Eaze,Strawberry Season,3gQuZtriWCxdUEo9sJR4DI,Gentle Pets,39RO0RUE2jBwEUijOHlCWx,33,2022-11-09,206514,False,https://open.spotify.com/track/39RO0RUE2jBwEUijOHlCWx,False,https://p.scdn.co/mp3-preview/5c027a6393b426b43b24dfab0b1eb393ad112bfd?cid=78e434819ce74de2a9da9bd344483f65,1,0.412,0.23,0,-18.539,1,0.0301,0.23,0.846,0.222,0.213,80.003,audio_features,39RO0RUE2jBwEUijOHlCWx,spotify:track:39RO0RUE2jBwEUijOHlCWx,https://api.spotify.com/v1/tracks/39RO0RUE2jBwEUijOHlCWx,https://api.spotify.com/v1/audio-analysis/39RO0RUE2jBwEUijOHlCWx,206515,4
One True God,Eat Your Soul,09d5yd6Df2BOolbiKNudFg,Eat Your Soul,1vUNgZq9RLRMe3Oiu9wQrz,34,2022-05-27,159622,True,https://open.spotify.com/track/1vUNgZq9RLRMe3Oiu9wQrz,False,https://p.scdn.co/mp3-preview/53d05e4270df64700335fbd8a438972223edb086?cid=78e434819ce74de2a9da9bd344483f65,1,0.779,0.83,4,-4.464,1,0.0531,0.0098,0.627,0.0575,0.218,106.008,audio_features,1vUNgZq9RLRMe3Oiu9wQrz,spotify:track:1vUNgZq9RLRMe3Oiu9wQrz,https://api.spotify.com/v1/tracks/1vUNgZq9RLRMe3Oiu9wQrz,https://api.spotify.com/v1/audio-analysis/1vUNgZq9RLRMe3Oiu9wQrz,159623,4
Glee Cast,Glee Summer Hits,6n25ohRr01D3ZFAjaHMfPb,What Doesn't Kill You (Stronger) (Glee Cast Version),7z4NUyUwIUAGLewBrwRdHP,41,2022-08-19,221026,False,https://open.spotify.com/track/7z4NUyUwIUAGLewBrwRdHP,False,https://p.scdn.co/mp3-preview/dde526c206b503cdef780d9ff3be782b24a1a2fc?cid=78e434819ce74de2a9da9bd344483f65,62,0.618,0.752,0,-4.828,1,0.0302,0.00864,0.000187,0.127,0.68,115.957,audio_features,7z4NUyUwIUAGLewBrwRdHP,spotify:track:7z4NUyUwIUAGLewBrwRdHP,https://api.spotify.com/v1/tracks/7z4NUyUwIUAGLewBrwRdHP,https://api.spotify.com/v1/audio-analysis/7z4NUyUwIUAGLewBrwRdHP,221027,4
FOVOS,Feel The Rhythm EP,3soibddoVebfJg5LDiNGDF,Feel The Rhythm,5ruAfadigoJgCI5DnnMshZ,46,2022-10-12,200889,False,https://open.spotify.com/track/5ruAfadigoJgCI5DnnMshZ,False,https://p.scdn.co/mp3-preview/29304182617e93ddc0c246dae6b5feddf9e49400?cid=78e434819ce74de2a9da9bd344483f65,1,0.678,0.755,11,-6.448,1,0.0552,0.0011,0.391,0.483,0.0537,135.001,audio_features,5ruAfadigoJgCI5DnnMshZ,spotify:track:5ruAfadigoJgCI5DnnMshZ,https://api.spotify.com/v1/tracks/5ruAfadigoJgCI5DnnMshZ,https://api.spotify.com/v1/audio-analysis/5ruAfadigoJgCI5DnnMshZ,200889,4
Glee Cast,Glee LGBTQIA+ Pride,6ndWxNXkozcZLcsCAVBctE,Shake It Out (Glee Cast Version),1mCPtsBotPILorWgFneDIW,37,2022-07-15,249293,False,https://open.spotify.com/track/1mCPtsBotPILorWgFneDIW,False,https://p.scdn.co/mp3-preview/594c65167c2fa344c288f26d9febf50d5580cf50?cid=78e434819ce74de2a9da9bd344483f65,34,0.688,0.382,5,-5.455,1,0.0272,0.837,0.0,0.108,0.335,107.239,audio_features,1mCPtsBotPILorWgFneDIW,spotify:track:1mCPtsBotPILorWgFneDIW,https://api.spotify.com/v1/tracks/1mCPtsBotPILorWgFneDIW,https://api.spotify.com/v1/audio-analysis/1mCPtsBotPILorWgFneDIW,249293,4
HVDES,Subliminal (Even the Ghosts are Laughing),1lKKwA4RJ6xoOomuiOQ7EB,Subliminal (Even the Ghosts are Laughing),6T7ORp4dBOA93elX1NIYOm,33,2022-06-13,318428,True,https://open.spotify.com/track/6T7ORp4dBOA93elX1NIYOm,False,https://p.scdn.co/mp3-preview/9a94cf9bc942284d722c68d77800307a6851d91a?cid=78e434819ce74de2a9da9bd344483f65,1,0.529,0.844,9,-3.422,1,0.0662,0.0145,1.73e-05,0.0955,0.192,140.133,audio_features,6T7ORp4dBOA93elX1NIYOm,spotify:track:6T7ORp4dBOA93elX1NIYOm,https://api.spotify.com/v1/tracks/6T7ORp4dBOA93elX1NIYOm,https://api.spotify.com/v1/audio-analysis/6T7ORp4dBOA93elX1NIYOm,318429,4
